Scenario,Combined_RR,Mortality_Reduction_pct,Control_Mortality_pct,ICD_Mortality_pct,ARR_pct,NNT
Conservative,0.7049475,29.505250000000004,20.443477499999997,15.741477674999995,4.701999825,21.267546516763215
Base Case,0.5882400000000001,41.17599999999999,17.05896,13.1353992,3.9235608000000006,25.487052475394286
Optimistic,0.48615749999999996,51.384249999999994,14.098567499999998,10.855896974999999,3.2426705249999994,30.838779095511107
