Quantile,Intercept,Slope,Predicted_HR_modern
0.1,-1.035131580367735,-0.296267231747401,0.9509733099421195
0.25,-1.035131580367735,-0.296267231747401,0.9509733099421195
0.5,-0.8289449880345768,-0.2312995710227993,0.9417169300099345
0.75,-0.8289449880345768,-0.2312995710227993,0.9417169300099345
0.9,-0.8289449880345768,-0.2312995710227993,0.9417169300099345
