Quintile,Mean_Risk,HR,NNT_5y,ARR_5y
Q1_Lowest,0.12262528530228325,1.5161318964125794,inf,-0.07809426350659754
Q2_Low,0.1559141670528752,0.7838631889977796,19.380246524063992,0.05159893083704192
Q3_Medium,0.18077633530818052,0.7062651957687438,17.034851235754203,0.05870318361812954
Q4_High,0.2107395065702584,1.3508531599951654,inf,-0.0600676423659916
Q5_Highest,0.2695756693501866,0.8717372887320566,31.0021411567952,0.03225583661923348
